time_s,revolutions,thrust,torque,torque_abs,efficiency
0.00972857,0.16214283,0.32976388,-0.033131857,0.033131857,0.19008974
0.00977143,0.16285717,0.32927091,-0.033086567,0.033086567,0.19006539
0.00981429,0.1635715,0.32879282,-0.033042481,0.033042481,0.19004264
0.00985714,0.16428567,0.3283253,-0.033000118,0.033000118,0.19001603
0.0099,0.165,0.32786945,-0.032959438,0.032959438,0.18998641
0.00994286,0.16571433,0.32743066,-0.032920039,0.032920039,0.18995922
0.00998571,0.1664285,0.32699683,-0.032880741,0.032880741,0.18993427
0.0100286,0.16714333,0.32656238,-0.032841135,0.032841135,0.18991067
0.0100714,0.16785667,0.3261295,-0.032801763,0.032801763,0.18988658
0.0101143,0.16857167,0.3256935,-0.032762625,0.032762625,0.18985926
0.0101571,0.169285,0.32525789,-0.032724471,0.032724471,0.18982639
0.0102,0.17,0.32482985,-0.032687148,0.032687148,0.18979304
0.0102429,0.170715,0.32441245,-0.032650546,0.032650546,0.18976165
0.0102857,0.17142833,0.32398472,-0.032612266,0.032612266,0.1897339
0.0103286,0.17214333,0.32355617,-0.032573728,0.032573728,0.1897071
0.0103714,0.17285667,0.3231332,-0.032536376,0.032536376,0.18967661
0.0104143,0.17357167,0.32271,-0.032499488,0.032499488,0.18964321
0.0104571,0.174285,0.32230928,-0.032464722,0.032464722,0.18961055
0.0105,0.175,0.32192204,-0.03243039,0.03243039,0.18958323
0.0105429,0.175715,0.32153036,-0.032396299,0.032396299,0.18955182
0.0105857,0.17642833,0.32112106,-0.032361121,0.032361121,0.18951632
0.0106286,0.17714333,0.32072422,-0.032326925,0.032326925,0.18948234
0.0106714,0.17785667,0.32032775,-0.032292892,0.032292892,0.18944756
0.0107143,0.17857167,0.31993276,-0.032259642,0.032259642,0.18940897
0.0107571,0.179285,0.31954214,-0.032227365,0.032227365,0.18936718
0.0108,0.18,0.31914348,-0.03219438,0.03219438,0.1893247
0.0108429,0.180715,0.3187452,-0.032160277,0.032160277,0.18928894
0.0108857,0.18142833,0.31834389,-0.032126005,0.032126005,0.1892523
0.0109286,0.18214333,0.31795425,-0.032093105,0.032093105,0.18921444
0.0109714,0.18285667,0.31757028,-0.032060656,0.032060656,0.18917722
0.0110143,0.18357167,0.31719128,-0.032028339,0.032028339,0.1891421
0.0110571,0.184285,0.31681286,-0.031996133,0.031996133,0.1891066
0.0111,0.185,0.31644021,-0.031964868,0.031964868,0.18906891
0.0111429,0.185715,0.31606924,-0.031934486,0.031934486,0.18902693
0.0111857,0.18642833,0.31570054,-0.031904605,0.031904605,0.18898326
0.0112286,0.18714333,0.31532751,-0.031874415,0.031874415,0.18893874
0.0112714,0.18785667,0.31496635,-0.031845287,0.031845287,0.18889496
0.0113143,0.18857167,0.31460856,-0.031816029,0.031816029,0.18885389
0.0113571,0.189285,0.31425822,-0.031786339,0.031786339,0.18881979
0.0114,0.19,0.31391616,-0.031756553,0.031756553,0.18879118
0.0114429,0.190715,0.31358509,-0.031727859,0.031727859,0.18876263
0.0114857,0.19142833,0.3132681,-0.031700667,0.031700667,0.18873357
0.0115286,0.19214333,0.31294899,-0.031673666,0.031673666,0.18870204
0.0115714,0.19285667,0.31263415,-0.031647287,0.031647287,0.18866933
0.0116143,0.19357167,0.31231418,-0.031620888,0.031620888,0.18863359
0.0116571,0.194285,0.31199448,-0.03159489,0.03159489,0.18859555
0.0117,0.195,0.31167097,-0.031568733,0.031568733,0.18855609
0.0117429,0.195715,0.31134873,-0.031542628,0.031542628,0.18851703
0.0117857,0.19642833,0.31103318,-0.031517104,0.031517104,0.18847849
0.0118286,0.19714333,0.31072961,-0.031492552,0.031492552,0.18844133
0.0118714,0.19785667,0.31042792,-0.031468301,0.031468301,0.18840345
0.0119143,0.19857167,0.31013471,-0.031444991,0.031444991,0.18836503
0.0119571,0.199285,0.30983978,-0.031421632,0.031421632,0.1883258
0.012,0.2,0.30954574,-0.031398344,0.031398344,0.18828662
